Rating,Content,Date
4,Очень быстро работает .ок.,2017-08-01
5,Хорошее приложение,2017-08-01
5,"Мне всё нравится Моментальные, удобные переводы по номеру телефона и бесплатные для держателей карт Сбербанк",2017-08-01
4,Удобно,2017-08-01
5,"Отлично, прикольно, удобно",2017-08-01
1,Полная херь,2017-08-01
5,ОЧЕНЬ УДОБНО СПАСИБО,2017-08-01
5,Klass,2017-08-01
1,Бывает нужно несколько раз заходить,2017-08-01
2,"Показывает один и тот же баланс, даже после списание или пополнения средств",2017-08-01
5,"Благодаря приложению наконец таки я смогла оплачивать кредит не выходя из дома))) ( до этого 3 года мучалась в очередях, т.к. после замужества все мои карточки оказались на разных счетах, под разными фамилиями, при чем специсты не могли мне помочь.)",2017-08-01
5,Очень практично!!!!,2017-08-01
4,Неплохо было бы если данная програмка читала штрих коды с квитанций для оплаты например ЖКХ.,2017-08-01
3,Лагает. 2 раза нужно вводить вначале пятизначнывй пароль lenovo a2016a40 android 6.0,2017-08-01
5,Удобно,2017-08-01
5,Работает хорошо итерфейс понятный.,2017-08-01
4,Вроде норм!!,2017-08-01
3,"Самое интересное, на кучу замечаний ни одного ответа от разоаботчиков",2017-08-01
5,"Очень удобно и понятно, спасибо.",2017-08-01
5,Меня всё устраивает.,2017-08-01
5,Все гуд,2017-08-01
5,Понравилось,2017-08-01
5,Всё просто замечательно,2017-08-01
5,Сервис продолжает совершенствоваться. Это радует,2017-08-01
5,"Отличная,удобна работа приложения не выходя из дома))",2017-08-01
5,Круто,2017-08-01
4,Очень медленный запуск приложения. Плюс войти удается со 2-3 раза - после приветствия выкидывает на ввод пин кода.,2017-08-01
5,Нормально,2017-08-01
3,"проверку прошивки убрали, стало проще.😃",2017-08-01
5,Удобно,2017-08-01
5,Отличное приложение. Весь нужный для обывателя функционал присутствует,2017-08-01
5,"Добрый вечер, дорогой Сбербанк! Я пожилой клиент, но даже мне удобно пользоваться, Спасибо!",2017-08-01
3,Очень медленное. Идея хорошая.,2017-08-01
1,самое тупое приложение вечно что то не так,2017-08-01
5,Всё прекрасно всё нравится,2017-08-01
4,Очень. Удобно О,2017-08-01
1,Не регистрирует ждал по 10 минут результата нет,2017-08-01
5,Всё отлично!!!,2017-08-01
5,Плохо обновляется курс валют,2017-08-01
1,"После последнего обновления андроида 7.0.2 ругается на файл из этого обновления, говорит, что это вирус и ограничивает функционал.",2017-08-01
5,Super,2017-08-01
5,"Все нравится, молодцы так держать!",2017-08-01
5,"Все просто и лаконично, ещё бы ссылка на яндекс деньги, как в онлайн сайте, цены бы не было",2017-08-01
5,Отличное преложение,2017-08-01
5,Очень удобно!!,2017-08-01
5,Очень сильно облегчает жизнь. Спасибо разработчикам.,2017-08-01
5,Удобно,2017-08-01
5,"Всё отлично работает, особенно кстати доступ по отпечатку пальца. Самый лучший банковский сервис из виденных мной в РФ.",2017-08-01
5,Супер очень удобно,2017-08-01
5,"Всё работает, все функции выполняет. Удобно!",2017-08-01
5,Отличное и очень полезное приложение!,2017-08-01
5,Рекомендую .,2017-08-01
5,"Удобное приложение, всё удобно и понятно.",2017-08-01
5,Удобно!,2017-08-01
4,"Пытаюсь посмотреть остаток по кредиту,сразу выкидывает из приложения, а так мне все нравится,очень удобно!Молодцы",2017-08-01
2,Не когда не заходит с первого раза!!!!!! Бесит!!!!!!,2017-08-01
4,"Слишком долгий вход в систему, в остальном неплохо.",2017-08-01
5,Я скажу очин хорошо,2017-08-01
5,Очень удобно. Спасибо,2017-08-01
5,Удобно. Всё понятно.,2017-08-01
5,Отлично работает,2017-08-01
5,Отличное приложение,2017-08-01
5,Вроде всё норм,2017-08-01
5,Все отлично работает ))),2017-08-01
4,"Все очень удобно, спасибо",2017-08-01
5,Офигенный молодцы,2017-08-01
5,Всё отлично работает. Спасибо разработчикам.,2017-08-01
1,"Ужасное приложение. Загрузка приложения занимает 3 часа (это еще если с первого раза). Вылетает по 2-3 раза. Потом, вводим пароль и опять ждем,а потом опять вводим пароль и опять. Наконец-то вроде как загрузились. Но зачем вообще нужно оно? Я не могу перевести никому денег,я не могу посмотреть кто перевёл мне и сколько. Я даже не могу посмотреть на что были потрачены мои средства за последние дни. Приходиться заходить через интернет. Что очень не удобно. Приходят смс, вводить пароли. Все это отвлекает и тратит много времени. Но даже через сайт получается быстрее. Так зачем нужно это приложение? Я использую для просто просмотра своих текущих средств, а больше там сделать ничего и нельзя..",2017-08-01
5,Очень удобно,2017-08-01
5,Всё супер),2017-08-01
5,"Раньше все работало хорошо, после последнего обновления ругается на прошивку (хотя с ней ничего не делалось) и большая часть функций не работает. Аппарат Meizu M5",2017-08-01
3,Вылетает.в чем может быть причина.телефон Ксиоми ми 5.раньше все было нормально.,2017-08-01
5,Хорошее приложении. Всем советую.,2017-08-01
5,"Очень удобно, спасибо.",2017-08-01
5,Очень удобно.,2017-08-01
5,Спасибо вам,2017-08-01
5,Очень удобное приложение,2017-08-01
5,"Удобно, пока проблем не было.",2017-08-01
5,Мне пока очень нравится,2017-08-01
5,"Отлично,",2017-08-01
5,Супер!,2017-08-01
4,Очень удобно и просто,2017-08-01
4,"Иногда бывают ошибки, плюс пришлось поставить графический пароль, и убрать пока не могу. Не очень комфортно",2017-08-01
5,Удобно и быстро,2017-08-01
4,Удобно,2017-08-01
1,"Последние обновлении ужас, приходиться пользоваться старой версией.",2017-08-01
5,Удобно и просто,2017-08-01
4,Удобно и оперативно,2017-08-01
5,"Спасибо ,всё очень удобно!",2017-08-01
5,Отличное приложение! Очень удобно пользоваться,2017-08-01
5,Всё ok.,2017-08-01
5,"Пользуюсь редко, для меня всё удобно.",2017-08-01
2,Все хорошо!,2017-08-01
3,"После обновления и появления антивируса появились проблемы : при входе набираю пароль и сразу выбрасывает из придожения, после 5-8 попыток вроде получается войти. Xiaomi Redmi 4x",2017-08-01
1,"Вообще работать перестало, разрабы, помогите!!!",2017-08-01
5,Спосибо отлично.,2017-08-01
5,Очень хорошее приложение,2017-08-01
5,Удобно,2017-08-01
1,"Отпечаток пальца не работает. Пароль приходится набирать бесконечно. Когда мне надоедает это дело, я перегружают телефон и .... только тогда могу войти в приложение. Ставлю низкую оценку, так как стало неудобно пользоваться приложением. Телефон REDMI 4 PRO",2017-08-01
4,"Всё хорошо,но приходится по 2 раза вбивать пароль. С первого раза не работает.",2017-08-01
5,Приложение очень хорошее.,2017-08-01
2,Никогда не был и похоже вообще не будет!(снимаю еще балл!),2017-08-01
4,Всё понятно и удобно,2017-08-01
4,Очень удобно,2017-08-01
5,Все отлично. Есть что улучшать - главное не останавливаться,2017-08-01
5,Всё ок,2017-08-01
5,"Отличное приложение, сбербанк идёт в ногу со временем",2017-08-01
5,Пока всё устраивает,2017-08-01
4,Норм,2017-08-01
5,Удобно!!!,2017-08-01
5,"Наконец то все поправили, правда пришлось подождать с мая месяца, но оно стоит того, работает все, спасибо за исправление приложения",2017-08-01
5,Супер,2017-08-01
5,Норм,2017-08-01
5,"Легко,удобно",2017-08-01
5,Отличное приложение..,2017-08-01
1,"Приложение раньше работало просто отлично. Не было долго времени ожидания загрузки и вылетов из приложения. В последнее время меня частенько выбрасывает из приложения, по несколько раз требует приложить палец к сканеру отпечатка, так еще и каждый раз эта проверка прошивки. Ужасное приложение",2017-08-01
5,Очень удобно иметь банк в кармане и везде отлично!!!,2017-08-01
4,Лагает на китайфонах,2017-08-01
4,Хорошо,2017-08-01
1,"Ужасно! Постоянно пишет что есть Рут доступ, которого нету!! Не могу пользоваться приложением!",2017-08-01
5,Ясно и понятно в работе данного приложения.,2017-08-01
5,Очень хорошее приложение.,2017-08-01
5,"Мне очень понравилось приложение,всё логично, удобно.",2017-08-01
5,Отличное приложение!,2017-08-01
5,Ок,2017-08-01
5,"Очень удобно оплачивать услуги в любое время и в любом месте, отличное приложение!",2017-08-01
5,Мне нравится))),2017-08-01
1,"Очень много весит обновление!!! Заходит почти всегда со второго раза. Пароль ввёл, пишет приветствие и снова пароль! Повторно не устанавливается ( файл пакета подписан не верно или неизвестная ошибка код 961). В шаблонах половина телефонной книги - зачем? Инициализация антивируса и прошивки - зачем???",2017-08-01
4,Почти идеально. Но бывают вылеты при входе по отпечатку пальца.,2017-08-01
5,Работает... спасибо...,2017-08-01
5,"Приложение работает отлично. Все четко, быстро, понятно.",2017-08-01
3,Xiaomi redmi 4x пропадает вход по отпечатку,2017-08-01
5,Бещ Сбер Онлайн как без рук,2017-08-01
5,Спасибо разработчикам что сделали такое приложение. Очень удобное и простое во всем. Пусть будут только хорошие улучшения в этом приложении,2017-08-01
4,"Из Android Pay, при привязанной карте Сбербанка нет ссылки в мобильное приложение Сбербанка. А вот из карточек других банков ссылочки есть. Сделаете?",2017-08-01
5,"Я не часто пользуюсь, может поэтому мне все нравиться!",2017-08-01
5,Все в целом неплохо),2017-08-01
1,"После последнего обновления, оплатить, что либо стало невозможно. Постоянно вылетает. Просит заново ввести код для входа. Исправляйте!!! За что по 60 рублей ежемесячно платить вам бездарям?",2017-08-01
5,Очень удобно!,2017-08-01
5,Приложение очень удобное. Простое в использовании. Не возникает никаких проблем.,2017-08-01
5,Хорошее приложение,2017-08-01
5,Вечно не могу открыть приложение.Выдает ошибку.,2017-08-01
1,"Плохо!долго.не видно суть операций!что это за ""выписка"" .где видна лишь сумма и время??!!должен быть адрес реципиента при расходе.и наименование (хотя бы!)организации при зачислении.в других банках видно на что ты потратил.куда и как.а тут ерунда!",2017-08-01
2,Лагает,2017-08-01
5,ОК,2017-08-01
4,Приложение отличное! Но... Почему не работает сканер отпечатков пальцев???,2017-08-01
5,Отлично. Очень удобно! Замечательно работает!,2017-08-01
5,Очень удобное приложение.,2017-08-01
5,Отлично! Очень удобно!,2017-08-01
5,Всё нормально. Только чтобы войти заставляет два раза код набирать. Хотя сис сообщает что я уже вошёл.,2017-08-01
5,Очень хорошее приложение!,2017-08-01
5,"Просто, быстро, удобно.",2017-08-01
5,Очень удобно,2017-08-01
5,Очень хороший,2017-08-01
5,Мне нравится. Быстрые платежи,2017-08-01
5,Очень удобно!,2017-08-01
5,"Очень удобное, понятное приложение",2017-08-01
5,"Удобно,быстро",2017-08-01
1,"Не вижу смысла в приложении, которое при отсутствии root прав, их все равно находит и блокирует функции приложения. Для того, чтобы узнать сумму на своем счете, приложение не нужно. Задумываюсь об отказе от сбербанка.",2017-08-01
5,Очень удобное приложение,2017-08-01
5,Отличное приложение.,2017-08-01
5,Не очень смс во время не приходить,2017-08-01
3,"Ужасно долго стало открываться после обновления,сделали какую то проверку,грузит ее невыносимо долго особенно раздражает когда надо срочно зайти в приложение",2017-08-01
5,Очень быстро и удобно,2017-08-01
5,Очень оперативно,2017-08-01
5,Приложение классное,2017-08-01
5,Все предельно,2017-08-01
5,"Суперское приложение, всё отлично работает, не требуется дополнительных телодвижений. Прям 10, а не 5!!!",2017-08-01
5,Все отлично работает. Удобно в использовании,2017-08-01
5,Удобно.,2017-08-01
4,"Приложение неплохое. По функционалу есть всё необходимое. Единственно, кушает в фоне ресурсы и не уживается с рутованным телефоном - платежи возможны только по шаблонам...",2017-08-01
5,"Хорошее приложение, всё работает без нареканий!",2017-08-01
1,"Не работает с правами администратора ""рут"".",2017-08-01
5,"Хорошие приложение советую Всем, не разу не пожалел что установил.",2017-08-01
5,Не отправляет второй пароль на телефон,2017-08-01
5,"Супер. Просто, быстро, удобно.",2017-08-01
5,Очень удобный интерфейс и набор услуг!!! Спасибо! Экономит время!!!,2017-08-01
5,Очень удобно,2017-08-01
5,В целом в приложении меня все устраивает,2017-08-01
5,"Очень удобно, быстро, ни каких сложностей в использовании не нашла",2017-08-01
4,Гуд,2017-08-01
3,Долго грузится при открытии.,2017-08-01
5,Очень удобное приложения!!!,2017-08-01
5,Всё хорошо,2017-08-01
5,"быстро, понятно, современно",2017-08-01
5,Очень удобно,2017-08-01
5,Отлично,2017-08-01
5,Очень удобно,2017-08-01
5,"Нравится приложение - очень удобное. Единственный минус - нужен хороший интернет, иначе тормозит и выкидывает",2017-08-01
5,Всё просто.,2017-08-01
5,Отлично,2017-08-01
5,Хорошее приложение.,2017-08-01
4,Нет иформации по остатку транспортной карты,2017-08-01
5,Отличное приложение!,2017-08-01
5,Супер шикарно,2017-08-01
1,"После обновления, при каждом запуске приложения, оно проверяет прошивку, и наличие вирусов, что значительно увеличивает время запуска приложения(((",2017-08-01
5,"Удобно,не выходя из дома",2017-08-01
5,Всё ок...,2017-08-01
5,"Все работает, проблем не испытываю",2017-08-01
5,Супер,2017-08-01
4,Good,2017-08-01
5,"Удобно, но один раз слетел вход по отпечатку)",2017-08-01
5,Olo,2017-08-01
5,Всё очень удобно,2017-08-01
5,Удобно,2017-08-01
5,"Удобно, мне все нравится",2017-08-01
5,Это приложение - мой отличный помощник..,2017-08-01
5,Все понятно и удобно Да,2017-08-01
5,"Очень удобно и быстро,вообщеи5+",2017-08-01
5,Ок,2017-08-01
5,Супер. удобно. быстро.5+,2017-08-01
4,Долго еще будете работать над скоростью входа в приложение? А то достало уже ждать!,2017-08-01
5,Хорошее приложение,2017-08-01
4,Иногда долго входишь в систему,2017-08-01
5,Отлично!,2017-08-01
5,Работает хорошо.,2017-08-01
5,Очень быстро и удобно пользоваться! Спасибо!,2017-08-01
5,Отличьно,2017-08-01
5,Очень удобное приложение!,2017-08-01
2,По номеру карты перевод не делается,2017-08-01
1,навязянный антивирус портит все.и разработчики с этим нечего неделают.,2017-08-01
5,Оказывается могут когда захотят,2017-08-01
5,Тупое приложение,2017-08-01
3,"Долго проверяет антивирус, долго горит приветствие. Функционал устраивает",2017-08-01
5,"Мне нравится приложение, всё норм.",2017-08-01
5,Спасибо большое,2017-08-01
5,"Все удобно, я довольна.",2017-08-01
5,Всем довольна)),2017-08-01
5,Очень нужное приложение ...,2017-08-01
4,"It works with anything errors, very long loading and very slowly updating information.",2017-08-01
1,тормозит,2017-08-01
4,great,2017-08-01
5,"Удобно, нареканий нет",2017-08-01
5,Хорошо,2017-08-01
5,Отличное приложение.,2017-08-01
5,"Все отлично, мне нравится Есть одна проблема- не все номера тел видит из тел.книги, хотя человек является клиентом Сбера и тел привязан к карте",2017-08-01
5,Очень удобно и без проблем мне очень нравиться пользоваться...Благодарность всем сотрудникам👍,2017-08-01
5,Все нравится,2017-08-01
5,Ринат Спс кто придумал эту программу очень удобно,2017-08-01
2,Приложение не запускается на устройстве galaxy a5 2015 android 6. Застревает на этапе инициатизации антивируса.,2017-08-01
5,Всё Супер,2017-08-01
5,Все очень удобно. Я доволен,2017-08-01
5,"Очень удобно,работает без лагов.",2017-08-01
5,😃😃😃😃😃😃😃😃,2017-08-01
5,Все классно,2017-08-01
5,норма,2017-08-01
5,Клас,2017-08-01
5,"Сбербанк , меня лично пока ни разу не подвёл.",2017-08-01
5,"Я Вам благодарна, что Вы есть",2017-08-01
5,Все устраивает,2017-08-01
5,"Удобное, хорошее приложение!",2017-08-01
4,Бывает вылетает и думает долго,2017-08-01
5,Супер,2017-08-01
5,Очень удобно,2017-08-01
1,"Больше суток пробую скачать, а оно всё время пишет« ожидание скачивания». И за это вам ещё и звезды поставить. И когда можно будет дождаться нормальной работы программы????",2017-08-01
5,"При наличии интернета, очень удобно)",2017-08-01
5,"Молодцы,все супер и оперативно,даже находясь в жопегеогафии с плохим инетом",2017-08-01
5,Все отлично,2017-08-01
5,Все нормально.,2017-08-01
5,Удобно и безопасно.,2017-08-01
4,"Иногда не могу войти,",2017-08-01
5,Приложение словно волшебная палочка. Спасибо. Приятно работать. Процветайте и здоровья вам. Любимый сбер бак.,2017-08-01
5,Классное приложение),2017-08-01
5,Всё круто👍,2017-08-01
5,Супер,2017-08-01
5,Доступно и удобно,2017-08-01
5,Меня все устраивает!,2017-08-01
5,Отлично,2017-08-01
5,"Норм приложение, но только, если удается зайти. Постоянно пишет ""не удается установить защищенное соединение"". И раза с 10-го,если повезет, зайдешь, то работает норм!))) Думаю, что не очень безопасно вводить 10 раз один и тот же пароль.",2017-08-01
5,Всё просто и понятно,2017-08-01
5,Очень удобный сервис. Упрощает жизнь и экономит время.,2017-08-01
3,Разработчики сделайте приложение нормально а то при входе два раза приходиться вводить пароль исправьте и поставлю пять звезд))),2017-08-01
5,Молодцы! Но есть куда стараться!,2017-08-01
5,Удобно,2017-08-01
5,Удобная штука...,2017-08-01
5,Супер,2017-08-01
5,"Меня все устраивает,всё удобно!!!",2017-08-01
5,Супер! Работает даже когда была за границей! Могла спокойно оплатить услуги и делать переводы!,2017-08-01
5,Отличное приложение,2017-08-01
5,Очень удобно,2017-08-01
5,Всё устраивает. Полностью не пользовался!,2017-08-01
5,Частенько начало вылетать при входе. Приходиться вводить пин по 2-3 раза.,2017-08-01
1,Теряет пароль.,2017-08-01
5,"Проблемы с встроенным антивирусом, находит уже удаленные программы, предлагает их удалить, но сделать этого не может так как этих программ нет, из за этого следует ограничение платежей, очистка кэша и перезагрузка девайса результата не дает. Пришлось сносить приложение и устанавливать по новой, после этого заработало нормально.",2017-08-01
5,все круто,2017-08-01
4,Это ужас... Теперь ваше приложение абсолютно ненужное...,2017-08-01
5,Очень удобно одним словом банк в кармане,2017-08-01
5,"Жаль киви кошелёк нельзя пополнять,а так все норм",2017-08-01
5,Отличное приложение,2017-08-01
5,good,2017-08-01
5,"Классное приложение,.",2017-08-01
5,Мне удобно,2017-08-01
1,"Очень нравилось приложение - быстро и удобно! Но уже несколько дней не могу войти в приложение( сообщение о входе в Сбербанк онлайн приходит, но приложение останавливается) . Исправьте, пожалуйста!",2017-08-01
5,Очень удобно.,2017-08-01
5,Очень удобное и выгодное приложение,2017-08-01
5,Ок,2017-08-01
5,Очень удобное предложение,2017-08-01
5,Очень удобно и быстро,2017-08-01
5,Круто,2017-08-01
1,Почему не устанавливается? Качается долго.,2017-08-01
5,Приложение супер всё очень удобно,2017-08-01
1,"Приложение разочаровало...По некоторым причинам пришлось устанавливать заново Сбербанк и тут началось! Под прежним зайти не могу, не приходит смс с кодом и зарегистрироваться заново не могу, вообще никак не реагирует...Мне интересно , если кто- то придумал это приложение, почему вы никак не реагируете и ничего не исправляете??????? Ведь люди не просто так пишут сюда, от того что им заняться нечем, а все-таки ждут что вы (разработчики) что-то начнете делать!",2017-08-01
1,"Когда прекратите воровать деньги со счетов??? Придумать какой-то вирус, содрать деньги у людей, а потом сослаться на хакерскую атаку. Вы охренели!!!",2017-08-01
4,Нормально,2017-08-01
5,Очень удобно.,2017-08-01
4,,2017-08-01
5,Удобно,2017-08-01
5,"Мне очень нравится. Быстро, удобно, надёжно.... Спасибо....",2017-08-01
1,Плохо,2017-08-01
5,"Очень удобно,доступно и понятно",2017-08-01
5,Удобно,2017-08-01
5,Всё устраивает.,2017-08-01
5,Отличное приложенение,2017-08-01
5,Отлично,2017-08-01
4,Удобно.,2017-08-01
5,Отличное приложение,2017-08-01
5,Все устраивает все четко,2017-08-01
5,Очень хорошее приложение,2017-08-01
5,Очень удобно,2017-08-01
5,"Отличное приложение,отличное от других банков!",2017-08-01
5,Удобно,2017-08-01
2,"Сервис не доступен... уже почти месяц не могу войти в приложение, либо пишет добрый день и висит, либо пишет сразу сервис не доступен...в чем причина?!(",2017-08-01
5,Круто!,2017-08-01
5,Всё отлично,2017-08-01
1,"Приложение не работает.Перезагрузка,переустановка приложения телефона не помогает.Пароль по смс не приходят...",2017-08-01
4,Удобно и практично. Благодарю.,2017-08-01
5,Отличное приложение. Все очень удобно.,2017-08-01
5,Удобное приложение,2017-08-01
5,"ВСЁ устраивает, ВСЁ отлично!",2017-08-01
5,Удобное и понятное приложение. Позволяет без лишних проблем осуществлять все необходимые операции,2017-08-01
5,"Удобно, быстро, мобильно. Но иногда глючит, но меня это не сильно беспокоит.",2017-08-01
5,Просто и понятно без лишнего,2017-08-01
5,Всё быстро и удобно,2017-08-01
5,"Лично мне это приложение нравится, легко и просто в любой момент зайти посмотреть остатки на счетах, наличие денег на картах, перевести, заплатить ЖКУ, 10+",2017-08-01
5,"Замечательно приложение.Очень удобное,!!",2017-08-01
5,"Удобно, практично, просто",2017-08-01
5,Спасибо!,2017-08-01
5,Вы супер!!!,2017-08-01
1,"приложение просто ужасное, чтобы его запустить, нужно подождать минуту, хотя раньше все запускалось очень быстро! из за этого нельзя быстро проверить баланс карты, и ладно, ведь существует ""мобильный банк"", НО ОКАЗЫВАЕТСЯ, что запрос баланса в мобильном банке тоже стал ПЛАТНЫМ! конечно, чему удивляться, это же сбербанк! ужасное приложение, ужасный банк, ужаснле отношение к клиентам",2017-08-01
4,Только начал пользоваться,2017-08-01
5,Спасибо! Очень довольна!,2017-08-01
5,Приложение просто супер!!! Спасибо вам огромное!!!,2017-08-01
4,Норм. Только зря убрали иконки сбера напротив контактов в тел.книжке...,2017-08-01
5,Супер,2017-08-01
5,Очень удобно! Всё нравится.,2017-08-01
5,Достаточно удобное приложение для оперативного получения информации о состоянии счета и платежей.,2017-08-01
5,Все отлично.,2017-08-01
4,Удобно,2017-08-01
4,Хорошо,2017-08-01
4,"Я уже добавил все свои карты в android pay но приложение все равно предлагает сделать это... Наверное так и задумано. Приложение - удобное, мне нравится.",2017-08-01
4,Запускается только после второго ввода пароля. А за исключением оного - всё отлично,2017-08-01
4,"Приложение простое в управлении,лаконичное,но есть небольшая просьба: в меню автоплатежа добавить пункт, позволяющий клиенту делать выбор, для чего подключить автоплатежа: конкретное число списания средств, достижение минимального баланса или что-то другое. Спасибо.",2017-08-01
4,"Хорошее приложение, но долго загружается на старте и чувствительно к качеству инета.",2017-08-01
5,Отлично,2017-08-01
5,"По мне, так очень удобно при платежах и переводах. Не нужно никуда бежать.",2017-08-01
5,Хорошее приложение,2017-08-01
2,"На телефонах Meizu root-права заложенны в прошивке,при регистрации аккаунта в Flyme,эта регистрация необходима владельцу,это аналог iCloud на iPhone,а Ваш безтолковый и бесполезный антивирус сразу начинает ругаться и обрезает функционал приложения!Зачем оно нужно ,если им невозможно пользоваться？Почитайте отзывы,все просят убрать это антивирус!Надеюсь вы услышите меня и других недовольных пользователей，спасибо.",2017-08-01
5,Все отлично,2017-08-01
5,"Нормально работает и не требует смс-подтверждения для платежей через шаблоны, в отличие от версии для ПК",2017-08-01
2,Почему при переводе в другой банк не указана сумма оплаченных процентов за перевод?,2017-08-01
5,"Всё очень удобно и понятно, облегчает жизнь и экономит время.",2017-08-01
1,Виснит прога ужасно,2017-08-01
5,Со 2 рсза заходит,2017-08-01
5,Очень удобно! Сбоев не бывает! Рекомендую),2017-08-01
1,Не работает,2017-08-01
1,"Тормозит, не регистрируется ссылаясь на безопасность при этом без всяких пояснений почему. До этого работало на предыдущем более древнем смартфоне.",2017-08-01
5,"Пока нареканий нет, всё легко и понятно.",2017-08-01
5,Очень удобное приложение,2017-08-01
5,Очень удобное и доступное приложение,2017-08-01
5,Супер спасибо тем кто сделал,2017-08-01
5,Очень удобно и сохраняет время,2017-08-01
5,Отлична,2017-08-01
4,Со временем почему то пропадает вход по отпечатку пальца. Приходится ставить в настройках заново. Телефон Xiaomi Redmi 4X,2017-08-01
3,Часто зависает,2017-08-01
5,Очень здорово,2017-08-01
5,Приложение работает без сбоев.,2017-08-01
1,"Не могу пройти регистрацию, так как все проходит очень долго. Так же на предпоследнем этапе мне не приходит смс сообщение с паролем! Ждал 20 минут и так не пришло!",2017-08-01
1,Постоянно глючит. Постоянно приходится его переустанавливать. Очень неудобное.,2017-08-01
5,Пока все работало без сбоев.Пользуюсь 6 месяцев.,2017-08-01
5,Отличное приложение,2017-08-01
5,Все шикарно,2017-08-01
1,"Писала обращение, обещали обновить приложение в июле...тишина. Не работает, пишет по прежнему установлен рут доступ и неоригинальная прошивка. Не возможно пользоваться приложением, не могу оазегистриваться очень не удобно. Мейзу про 6.",2017-08-01
4,"Бывает такое, что не сразу открывается, а в общем и целом все очень даже 👍",2017-08-01
5,"Было обновление в поидожение после которого выдавало что телефон с root правами. Долго не иог пользоваться полным функционалом, писал в банк, ходил все без результата. Но сейчас пошел в банк бросить денег на карту, подошла сотрудница, я ей все рассказал. После 15 минут танцами с бубнами, она мне все исправила. Огромное спасибо таким сотрудникам!!! Побольше бы таких.",2017-08-01
5,Хорошее приложения,2017-08-01
5,Удобный сервис,2017-08-01
1,У меня телефон фирмы Meizu и ваше приложение показывает что у меня не официальная прошивка хотя у меня официальная,2017-08-01
1,"Влияет на стабильность работы устройства. После того как появился антивирус в вашем приложении, девайс начал проявлять сбои стабильности работы устройства в виде зависаний, лагов и некорректного отклика сенсорного экрана. После удаления приложения, устройство работает стабильно без нареканий. Повторная установка приложения изменений не приносит, проблема возобновляется. Вынужден удалить ваше приложение до устранения данной ошибки. Буду пользоваться через браузер. Мой девайс ""Samsung Galaxy A5 2017"".",2017-08-01
5,Очень удобное приложение,2017-08-01
5,Приложение очень полезное,2017-08-01
3,Нормально,2017-08-01
5,Все отлично,2017-08-01
5,Мне нравится,2017-08-01
5,Все нравится :),2017-08-01
4,Приятно свами работать,2017-08-01
5,Быстро практично и удобно!,2017-08-01
1,"Приложение не работает! Постоянно вылетает. За три месяца Сбербанк так и не исправил свои лаги, позор!",2017-08-01
5,Отличное приложение,2017-08-01
4,Почему в графике погашения кредита не отображаются мои операции,2017-08-01
2,"при сканировании qr кода счета от НЭСК, выдает ошибку ""не указан лицевой счет"", и не дает его заполнить в ручную, и закачивает операцию. Нужно добавить возможность ввода недостающих реквизитов.",2017-08-01
5,Отличное приложение,2017-08-01
5,Класс,2017-08-01
1,После обновления не могу зайти в приложение. Связь через вайфай с другого телефона. Нахожусь в другой стране. Верните доступ к финансам!!!,2017-08-01
5,Спасибо,2017-08-01
5,Нормально все,2017-08-01
2,заходит и выбрасывает,2017-08-01
5,Хорошенько всё,2017-08-01
5,Очень удобно,2017-08-01
5,Превосходно!,2017-08-01
4,Пока всем довольна! Очень удобно переводить с карты на карту.,2017-08-01
5,Кирилл,2017-08-01
3,Создали больше проблем...,2017-08-01
1,Почему не отображается карта?,2017-08-01
5,Удоно спасибо!,2017-08-01
5,Все хорошо,2017-08-01
5,"Спасибо, очень удобно и качественно.",2017-08-01
5,"Очень удобно,большой респект разработчикам",2017-08-01
5,"Всё отлично, особенно нравиться что при платеже по шаблону , например,по квартплате, стоит уже сумма платежа за месяц оплаты.",2017-08-01
2,"При закрытии в трей приложение останавливается. Доведите до ума, господа разработчики.",2017-08-01
5,Все хорошо,2017-08-01
5,"Очень жаль, что не отображаются поступающие средства, а так всё устраивает",2017-08-01
4,"Удобное приложение, пользуюсь регулярно. Один минус- раньше видел свои кредиты и остаток суммы по ним, сейчас эту возможность закрыли (поэтому 4*). К разработчикам - верните пожалуйста.",2017-08-01
3,"Не могу поменять город, берут конскую камисию, как-то 20 век еще держит",2017-08-01
5,Очень удобное приложение,2017-08-01
5,Просто супер!,2017-08-01
5,"Удобно,понятно,доступно",2017-08-01
3,"Очень удобно, но есть пара проблем, которые существенно мешают: 1) пароль приходится вводить дважды, первый раз уведомление о входе приходит, но пароль запрашивается заново; 2) в шаблонах постоянно появляется весь список избранных контактов из телефонной книги. Удаляешь, а при следующем входе они заново появляются((.",2017-08-01
